"Date","Price","Open","High","Low","Vol.","Change %"
"09/03/2018","1,199.10","1,207.00","1,207.60","1,195.10","421.47K","-0.63%"
"08/31/2018","1,206.70","1,206.30","1,214.90","1,204.10","265.11K","0.14%"
"08/30/2018","1,205.00","1,212.60","1,214.00","1,202.10","288.07K","-0.54%"
"08/29/2018","1,211.50","1,206.60","1,213.70","1,206.60","241.90K","-0.24%"
"08/28/2018","1,214.40","1,217.70","1,220.70","1,205.80","273.18K","-0.13%"
"08/27/2018","1,216.00","1,214.50","1,218.80","1,209.30","209.19K","0.22%"
"08/24/2018","1,213.30","1,191.60","1,215.40","1,189.50","293.98K","1.62%"
"08/23/2018","1,194.00","1,202.80","1,203.40","1,190.20","232.88K","-0.77%"
"08/22/2018","1,203.30","1,203.00","1,208.40","1,199.20","234.15K","0.28%"
"08/21/2018","1,200.00","1,197.30","1,204.30","1,194.30","218.29K","0.45%"
"08/20/2018","1,194.60","1,190.40","1,197.70","1,189.60","205.77K","0.88%"
"08/17/2018","1,184.20","1,180.70","1,192.00","1,178.50","255.79K","0.02%"
"08/16/2018","1,184.00","1,183.00","1,189.00","1,167.10","362.11K","-0.08%"
"08/15/2018","1,185.00","1,201.50","1,202.00","1,180.00","377.68K","-1.31%"
"08/14/2018","1,200.70","1,201.10","1,205.80","1,198.90","242.55K","0.15%"
"08/13/2018","1,198.90","1,218.40","1,221.40","1,198.60","374.12K","-1.65%"
"08/10/2018","1,219.00","1,220.00","1,224.90","1,213.10","328.24K","-0.07%"
"08/09/2018","1,219.90","1,222.00","1,225.60","1,218.40","232.04K","-0.09%"
"08/08/2018","1,221.00","1,218.70","1,223.80","1,213.60","263.24K","0.22%"
"08/07/2018","1,218.30","1,215.80","1,224.30","1,215.60","205.38K","0.05%"
"08/06/2018","1,217.70","1,222.00","1,226.00","1,214.40","199.54K","-0.45%"
"08/03/2018","1,223.20","1,216.00","1,228.50","1,212.50","280.21K","0.25%"
"08/02/2018","1,220.10","1,224.70","1,230.00","1,215.30","234.63K","-0.61%"
"08/01/2018","1,227.60","1,232.70","1,233.70","1,224.40","218.46K","-0.49%"
"07/31/2018","1,233.60","1,230.50","1,237.80","1,222.60","297.83K","0.17%"
"07/30/2018","1,231.50","1,231.10","1,234.10","1,227.80","183.75K","0.30%"
"07/27/2018","1,227.80","1,227.40","1,231.50","1,221.40","16.49K","-0.22%"
"07/26/2018","1,230.50","1,236.10","1,239.80","1,226.60","24.23K","-0.48%"
"07/25/2018","1,236.40","1,228.80","1,238.60","1,228.00","6.86K","0.52%"
"07/24/2018","1,230.00","1,229.30","1,234.00","1,222.80","10.64K","0.02%"
"07/23/2018","1,229.70","1,235.70","1,239.30","1,226.70","7.64K","-0.47%"
"07/20/2018","1,235.50","1,228.30","1,236.60","1,220.40","8.72K","0.55%"
"07/19/2018","1,228.70","1,231.90","1,234.20","1,215.70","20.77K","-0.34%"
"07/18/2018","1,232.90","1,232.70","1,233.40","1,226.00","4.97K","0.05%"
"07/17/2018","1,232.30","1,245.90","1,250.20","1,231.30","5.00K","-1.00%"
"07/16/2018","1,244.80","1,246.80","1,250.60","1,243.70","4.24K","-0.13%"
"07/13/2018","1,246.40","1,252.80","1,253.50","1,242.00","7.79K","-0.45%"
"07/12/2018","1,252.00","1,248.30","1,254.00","1,247.10","6.63K","0.16%"
"07/11/2018","1,250.00","1,261.60","1,262.50","1,247.40","6.24K","-0.88%"
"07/10/2018","1,261.10","1,264.30","1,266.50","1,253.60","4.53K","-0.33%"
"07/09/2018","1,265.30","1,261.60","1,272.30","1,261.60","5.73K","0.31%"
"07/06/2018","1,261.40","1,264.10","1,264.50","1,259.30","2.69K","-0.22%"
"07/05/2018","1,264.20","1,259.10","1,267.60","1,257.50","4.21K","0.43%"
"07/04/2018","1,258.80","1,257.70","1,261.00","1,252.20","392.95K","-0.02%"
"07/03/2018","1,259.00","1,249.10","1,263.90","1,244.30","6.21K","0.95%"
"07/02/2018","1,247.10","1,260.00","1,260.60","1,246.10","9.33K","-1.04%"
"06/29/2018","1,260.20","1,254.80","1,262.50","1,253.00","3.46K","0.28%"
"06/28/2018","1,256.70","1,258.80","1,261.30","1,253.00","3.15K","-0.41%"
"06/27/2018","1,261.90","1,265.90","1,267.40","1,258.20","3.91K","-0.29%"
"06/26/2018","1,265.60","1,273.10","1,275.00","1,262.60","1.92K","-0.71%"
"06/25/2018","1,274.70","1,277.70","1,280.00","1,272.20","1.66K","-0.13%"
"06/22/2018","1,276.40","1,274.50","1,278.20","1,274.50","2.66K","0.01%"
"06/21/2018","1,276.30","1,275.80","1,277.70","1,268.50","3.15K","-0.31%"
"06/20/2018","1,280.30","1,281.30","1,283.70","1,275.60","5.70K","-0.32%"
"06/19/2018","1,284.40","1,287.80","1,292.40","1,278.60","1.89K","-0.12%"
"06/18/2018","1,286.00","1,287.00","1,290.70","1,285.60","2.00K","0.13%"
"06/15/2018","1,284.30","1,310.60","1,312.00","1,284.00","6.06K","-2.29%"
"06/14/2018","1,314.40","1,309.00","1,318.90","1,307.30","1.79K","0.54%"
"06/13/2018","1,307.40","1,304.80","1,310.30","1,300.70","2.44K","0.15%"
"06/12/2018","1,305.50","1,309.50","1,309.50","1,302.90","0.90K","-0.29%"
"06/11/2018","1,309.30","1,309.60","1,312.70","1,304.00","1.66K","0.04%"
"06/08/2018","1,308.80","1,307.30","1,310.40","1,302.10","2.86K","-0.01%"
"06/07/2018","1,308.90","1,306.80","1,313.20","1,305.00","3.77K","0.11%"
"06/06/2018","1,307.40","1,307.10","1,312.00","1,304.00","3.73K","-0.07%"
"06/05/2018","1,308.30","1,302.60","1,310.60","1,299.90","1.48K","0.38%"
"06/04/2018","1,303.40","1,303.90","1,308.20","1,300.00","1.45K","-0.15%"
"06/01/2018","1,305.40","1,309.60","1,310.10","1,299.40","2.32K","-0.41%"
"05/31/2018","1,310.80","1,314.00","1,317.00","1,308.00","1.86K","-0.14%"
"05/30/2018","1,312.70","1,313.00","1,314.80","1,306.50","1.97K","0.66%"
"05/29/2018","1,304.10","1,305.70","1,311.30","1,296.60","362.21K","0.39%"
"05/28/2018","1,299.00","1,297.20","1,306.10","1,291.40","386.33K","-0.76%"
"05/25/2018","1,309.00","1,309.00","1,312.60","1,304.60","96.67K","-0.06%"
"05/24/2018","1,309.80","1,298.00","1,311.80","1,297.40","101.75K","1.16%"
"05/23/2018","1,294.80","1,295.90","1,303.80","1,292.00","67.84K","-0.20%"
"05/22/2018","1,297.40","1,298.20","1,301.30","1,292.80","47.66K","0.08%"
"05/21/2018","1,296.40","1,295.60","1,298.40","1,286.80","53.90K","-0.04%"
"05/18/2018","1,296.90","1,295.90","1,299.10","1,291.00","26.61K","0.13%"
"05/17/2018","1,295.20","1,295.90","1,299.60","1,290.00","20.02K","-0.17%"
"05/16/2018","1,297.40","1,295.50","1,302.30","1,291.80","22.14K","0.09%"
"05/15/2018","1,296.20","1,318.90","1,320.80","1,294.10","39.69K","-2.12%"
"05/14/2018","1,324.30","1,324.50","1,328.70","1,319.00","30.88K","-0.20%"
"05/11/2018","1,327.00","1,327.90","1,332.40","1,323.80","25.71K","-0.12%"
"05/10/2018","1,328.60","1,319.10","1,329.50","1,317.00","20.63K","0.70%"
"05/09/2018","1,319.30","1,321.30","1,324.10","1,310.90","39.31K","-0.05%"
"05/08/2018","1,320.00","1,321.10","1,324.70","1,312.40","52.68K","-0.03%"
"05/07/2018","1,320.40","1,321.90","1,326.40","1,316.90","19.44K","-0.05%"
"05/04/2018","1,321.00","1,318.90","1,322.70","1,314.90","13.28K","0.15%"
"05/03/2018","1,319.00","1,312.00","1,325.20","1,312.00","12.61K","0.55%"
"05/02/2018","1,311.80","1,310.60","1,320.90","1,310.60","27.66K","-0.09%"
"05/01/2018","1,313.00","1,322.10","1,322.80","1,308.60","12.15K","-0.93%"
"04/30/2018","1,325.30","1,330.60","1,332.00","1,317.00","25.61K","-0.33%"
"04/27/2018","1,329.70","1,324.10","1,332.60","1,322.30","5.21K","0.42%"
"04/26/2018","1,324.20","1,330.60","1,334.00","1,322.70","4.29K","-0.36%"
"04/25/2018","1,329.00","1,337.80","1,339.90","1,326.40","8.12K","-0.76%"
"04/24/2018","1,339.20","1,333.90","1,340.50","1,330.00","5.10K","0.68%"
"04/23/2018","1,330.20","1,343.00","1,343.40","1,329.90","8.04K","-1.06%"
"04/20/2018","1,344.50","1,353.00","1,353.00","1,343.30","11.02K","-0.77%"
"04/19/2018","1,355.00","1,358.40","1,363.90","1,349.80","2.99K","-0.35%"
"04/18/2018","1,359.70","1,356.40","1,365.10","1,351.80","4.16K","0.30%"
"04/17/2018","1,355.70","1,354.90","1,357.50","1,346.80","3.10K","-0.09%"
"04/16/2018","1,356.90","1,353.70","1,359.70","1,349.40","2.91K","0.21%"
"04/13/2018","1,354.10","1,345.30","1,356.30","1,341.70","8.20K","0.45%"
"04/12/2018","1,348.00","1,362.60","1,362.60","1,342.90","12.19K","-1.33%"
"04/11/2018","1,366.20","1,348.80","1,375.10","1,348.80","8.77K","1.05%"
"04/10/2018","1,352.00","1,345.70","1,352.20","1,340.60","4.32K","0.43%"
"04/09/2018","1,346.20","1,343.20","1,347.10","1,336.60","7.29K","0.29%"
"04/06/2018","1,342.30","1,336.20","1,345.00","1,328.90","4.47K","0.57%"
"04/05/2018","1,334.70","1,342.60","1,344.30","1,332.30","3.52K","-0.86%"
"04/04/2018","1,346.30","1,342.50","1,358.30","1,341.60","4.50K","0.22%"
"04/03/2018","1,343.40","1,351.20","1,352.40","1,339.00","3.70K","-0.70%"
"04/02/2018","1,352.90","1,336.30","1,355.10","1,335.10","4.98K","1.47%"
"03/29/2018","1,333.30","1,335.30","1,338.50","1,331.60","4.28K","-0.21%"
"03/28/2018","1,336.10","1,356.80","1,358.30","1,334.00","8.69K","-0.88%"
"03/27/2018","1,347.90","1,359.30","1,362.60","1,345.40","296.48K","-0.96%"
"03/26/2018","1,360.90","1,350.60","1,361.80","1,349.20","192.81K","0.38%"
"03/23/2018","1,355.70","1,335.50","1,356.30","1,334.70","127.20K","1.69%"
"03/22/2018","1,333.20","1,338.00","1,340.80","1,330.30","70.66K","0.44%"
"03/21/2018","1,327.30","1,317.00","1,342.60","1,315.50","66.74K","0.74%"
"03/20/2018","1,317.60","1,322.40","1,323.70","1,312.40","56.56K","-0.44%"
"03/19/2018","1,323.40","1,319.50","1,325.20","1,313.10","49.99K","0.41%"
"03/16/2018","1,318.00","1,322.30","1,327.40","1,315.30","26.99K","-0.42%"
"03/15/2018","1,323.50","1,330.70","1,333.80","1,320.70","14.09K","-0.59%"
"03/14/2018","1,331.40","1,332.40","1,336.40","1,327.60","28.68K","-0.12%"
"03/13/2018","1,333.00","1,329.30","1,334.60","1,320.00","40.23K","0.47%"
"03/12/2018","1,326.70","1,329.80","1,330.40","1,321.40","31.32K","-0.24%"
"03/09/2018","1,329.90","1,328.10","1,331.60","1,319.10","43.90K","0.17%"
"03/08/2018","1,327.60","1,332.20","1,335.50","1,325.50","31.57K","-0.43%"
"03/07/2018","1,333.40","1,343.80","1,347.50","1,329.00","31.03K","-0.57%"
"03/06/2018","1,341.00","1,326.60","1,345.50","1,326.60","13.45K","1.15%"
"03/05/2018","1,325.70","1,330.60","1,334.40","1,324.00","16.20K","-0.26%"
"03/02/2018","1,329.20","1,323.90","1,332.40","1,321.90","10.25K","1.39%"
"03/01/2018","1,311.00","1,325.60","1,327.60","1,309.30","27.77K","-0.96%"
"02/28/2018","1,323.70","1,324.50","1,329.20","1,322.50","24.31K","-0.04%"
"02/27/2018","1,324.20","1,340.50","1,343.80","1,320.40","14.02K","-1.06%"
"02/26/2018","1,338.40","1,335.00","1,348.10","1,334.40","15.35K","0.19%"
"02/23/2018","1,335.80","1,339.30","1,339.30","1,333.00","7.85K","-0.17%"
"02/22/2018","1,338.10","1,332.30","1,339.50","1,328.20","10.48K","0.04%"
"02/21/2018","1,337.50","1,336.60","1,343.10","1,330.00","2.96K","0.07%"
"02/20/2018","1,336.60","1,355.10","1,359.00","1,336.10","15.41K","0.41%"
"02/19/2018","1,331.20","1,350.20","1,354.00","1,330.60","374.05K","-2.23%"
"02/16/2018","1,361.60","1,361.80","1,369.60","1,353.00","17.72K","0.07%"
"02/15/2018","1,360.70","1,357.80","1,365.00","1,356.30","11.53K","-0.18%"
"02/14/2018","1,363.10","1,336.70","1,363.60","1,325.00","14.55K","2.07%"
"02/13/2018","1,335.40","1,329.70","1,338.60","1,329.10","5.04K","0.29%"
"02/12/2018","1,331.50","1,322.00","1,335.00","1,321.90","7.76K","0.80%"
"02/09/2018","1,320.90","1,328.50","1,330.00","1,318.50","6.27K","-0.25%"
"02/08/2018","1,324.20","1,325.50","1,329.50","1,314.50","7.80K","0.33%"
"02/07/2018","1,319.80","1,332.60","1,339.50","1,318.80","4.79K","-1.12%"
"02/06/2018","1,334.70","1,347.30","1,354.40","1,328.00","6.26K","-0.52%"
"02/05/2018","1,341.70","1,339.70","1,349.20","1,336.70","4.52K","-0.06%"
"02/02/2018","1,342.50","1,355.40","1,358.40","1,335.30","6.84K","-0.78%"
"02/01/2018","1,353.10","1,352.50","1,359.40","1,345.70","3.87K","0.35%"
"01/31/2018","1,348.40","1,346.50","1,355.90","1,341.20","5.95K","0.24%"
"01/30/2018","1,345.20","1,349.60","1,357.40","1,342.90","7.58K","0.01%"
"01/29/2018","1,345.10","1,353.70","1,356.30","1,340.90","233.76K","-0.89%"
"01/26/2018","1,357.20","1,352.70","1,361.00","1,348.60","142.27K","-0.79%"
"01/25/2018","1,368.00","1,362.70","1,370.50","1,346.20","142.58K","0.48%"
"01/24/2018","1,361.40","1,346.20","1,366.80","1,344.10","159.34K","1.47%"
"01/23/2018","1,341.70","1,338.40","1,346.60","1,335.80","70.40K","0.36%"
"01/22/2018","1,336.90","1,339.40","1,340.30","1,332.90","104.32K","-0.08%"
"01/19/2018","1,338.00","1,332.30","1,342.70","1,331.60","35.64K","0.45%"
"01/18/2018","1,332.00","1,332.20","1,338.00","1,329.10","21.63K","-0.89%"
"01/17/2018","1,344.00","1,344.40","1,349.20","1,331.30","59.49K","0.15%"
"01/16/2018","1,342.00","1,342.00","1,349.70","1,337.00","39.94K","0.37%"
"01/15/2018","1,337.10","1,337.30","1,345.00","1,332.10","499.76K","-0.20%"
"01/12/2018","1,339.80","1,327.90","1,344.80","1,326.00","36.01K","0.94%"
"01/11/2018","1,327.30","1,322.00","1,329.30","1,321.00","19.60K","0.24%"
"01/10/2018","1,324.10","1,318.20","1,333.00","1,313.90","38.91K","0.42%"
"01/09/2018","1,318.50","1,326.10","1,326.20","1,314.40","48.11K","-0.51%"
"01/08/2018","1,325.20","1,325.60","1,327.80","1,320.70","31.68K","-0.14%"
"01/05/2018","1,327.10","1,328.70","1,329.30","1,319.60","14.45K","0.05%"
"01/04/2018","1,326.40","1,319.50","1,331.90","1,312.00","29.63K","0.23%"
"01/03/2018","1,323.40","1,323.70","1,327.40","1,313.90","20.47K","0.19%"
"01/02/2018","1,320.90","1,309.90","1,325.00","1,309.30","18.34K","0.53%"
"12/29/2017","1,314.00","1,302.00","1,314.60","1,300.90","14.17K","0.93%"
"12/28/2017","1,301.90","1,296.30","1,302.00","1,295.20","6.63K","0.46%"
"12/27/2017","1,296.00","1,292.50","1,297.80","1,290.80","4.81K","0.29%"
"12/26/2017","1,292.20","1,284.40","1,293.00","1,282.50","1.91K","0.69%"
"12/22/2017","1,283.40","1,275.30","1,285.00","1,273.40","7.11K","0.64%"
"12/21/2017","1,275.30","1,273.90","1,276.80","1,271.50","6.16K","0.09%"
